Channel:C2
Time Base:10ns
Amplitude:50mV
Sample Rate:80.00GSa/s
Record Length:3125
Horizontal Scale:0.01:11
Horizontal Position:0:5000
Vertical Scale:50:6
Vertical Position:-1.9047607421875001:-38.09521484375
Sample Interval:1.25E-11
Probe Ratio:1:1
X-axis(μs), Y-axis(mV)
4.346342E-002,75.4047607421875
4.347217E-002,67.0047607421875
4.348092E-002,59.804760742187504
4.348967E-002,11.1047607421875
4.349842E-002,-41.4952392578125
4.350718E-002,-65.4952392578125
4.351593E-002,-92.6952392578125
4.352468E-002,-55.6952392578125
4.353343E-002,-18.4952392578125
4.354218E-002,27.8047607421875
4.355093E-002,78.0047607421875
4.355968E-002,69.8047607421875
4.356843E-002,58.7047607421875
4.357718E-002,13.6047607421875
4.358593E-002,-42.7952392578125
4.359468E-002,-64.39523925781249
4.360343E-002,-93.5952392578125
4.361218E-002,-56.295239257812504
4.362093E-002,-19.4952392578125
4.362968E-002,27.8047607421875
4.363843E-002,78.5047607421875
4.364718E-002,67.0047607421875
4.365593E-002,58.4047607421875
4.366468E-002,9.4047607421875
4.367343E-002,-40.8952392578125
4.368218E-002,-66.6952392578125
4.369093E-002,-92.2952392578125
4.369968E-002,-54.8952392578125
4.370844E-002,-18.8952392578125
4.371719E-002,28.3047607421875
4.372594E-002,76.0047607421875
4.373469E-002,70.6047607421875
4.374344E-002,62.804760742187504
4.375219E-002,11.8047607421875
4.376094E-002,-41.3952392578125
4.376969E-002,-64.5952392578125
4.377844E-002,-90.0952392578125
4.378719E-002,-56.1952392578125
4.379594E-002,-15.495239257812498
4.380469E-002,28.904760742187502
4.381344E-002,75.2047607421875
4.382219E-002,69.4047607421875
4.383094E-002,59.6047607421875
4.383969E-002,12.0047607421875
4.384844E-002,-42.1952392578125
4.385719E-002,-64.0952392578125
4.386594E-002,-92.3952392578125
4.387469E-002,-56.295239257812504
4.388344E-002,-18.395239257812502
4.389219E-002,25.4047607421875
4.390095E-002,75.30476074218751
4.390970E-002,68.3047607421875
4.391845E-002,57.6047607421875
4.392720E-002,10.1047607421875
4.393595E-002,-42.9952392578125
4.394470E-002,-65.3952392578125
4.395345E-002,-96.9952392578125
4.396220E-002,-55.1952392578125
4.397095E-002,-15.095239257812501
4.397970E-002,28.204760742187503
4.398845E-002,76.10476074218751
4.399720E-002,68.7047607421875
4.400595E-002,59.0047607421875
4.401470E-002,11.4047607421875
4.402345E-002,-42.7952392578125
4.403220E-002,-66.5952392578125
4.404095E-002,-90.8952392578125
4.404970E-002,-57.0952392578125
4.405845E-002,-20.4952392578125
4.406720E-002,30.504760742187496
4.407595E-002,76.10476074218751
4.408470E-002,67.3047607421875
4.409345E-002,60.404760742187506
4.410221E-002,12.2047607421875
4.411096E-002,-39.695239257812496
4.411971E-002,-68.1952392578125
4.412846E-002,-93.5952392578125
4.413721E-002,-55.1952392578125
4.414596E-002,-19.7952392578125
4.415471E-002,28.3047607421875
4.416346E-002,74.7047607421875
4.417221E-002,69.9047607421875
4.418096E-002,57.9047607421875
4.418971E-002,8.3047607421875
4.419846E-002,-38.4952392578125
4.420721E-002,-64.4952392578125
4.421596E-002,-92.0952392578125
4.422471E-002,-56.295239257812504
4.423346E-002,-17.6952392578125
4.424221E-002,27.404760742187502
4.425096E-002,76.5047607421875
4.425971E-002,68.1047607421875
4.426846E-002,60.7047607421875
4.427721E-002,14.0047607421875
4.428596E-002,-42.0952392578125
4.429471E-002,-65.0952392578125
4.430347E-002,-91.0952392578125
4.431222E-002,-54.0952392578125
4.432097E-002,-18.395239257812502
4.432972E-002,28.404760742187502
4.433847E-002,77.20476074218749
4.434722E-002,68.3047607421875
4.435597E-002,62.50476074218751
4.436472E-002,13.2047607421875
4.437347E-002,-41.2952392578125
4.438222E-002,-65.4952392578125
4.439097E-002,-94.3952392578125
4.439972E-002,-55.4952392578125
4.440847E-002,-18.795239257812497
4.441722E-002,27.904760742187502
4.442597E-002,74.10476074218751
4.443472E-002,68.40476074218749
4.444347E-002,61.0047607421875
4.445222E-002,11.9047607421875
4.446097E-002,-38.795239257812504
4.446972E-002,-64.89523925781249
4.447847E-002,-92.9952392578125
4.448722E-002,-57.9952392578125
4.449597E-002,-16.6952392578125
4.450473E-002,30.004760742187496
4.451348E-002,74.5047607421875
4.452223E-002,67.6047607421875
4.453098E-002,62.304760742187504
4.453973E-002,13.6047607421875
4.454848E-002,-38.6952392578125
4.455723E-002,-66.5952392578125
4.456598E-002,-92.4952392578125
4.457473E-002,-55.9952392578125
4.458348E-002,-19.2952392578125
4.459223E-002,27.904760742187502
4.460098E-002,76.7047607421875
4.460973E-002,69.7047607421875
4.461848E-002,60.5047607421875
4.462723E-002,11.4047607421875
4.463598E-002,-39.9952392578125
4.464473E-002,-65.6952392578125
4.465348E-002,-90.2952392578125
4.466223E-002,-57.9952392578125
4.467098E-002,-17.895239257812502
4.467973E-002,28.704760742187503
4.468848E-002,75.2047607421875
4.469723E-002,69.9047607421875
4.470599E-002,60.804760742187504
4.471474E-002,12.1047607421875
4.472349E-002,-40.7952392578125
4.473224E-002,-62.49523925781249
4.474099E-002,-91.5952392578125
4.474974E-002,-55.9952392578125
4.475849E-002,-18.4952392578125
4.476724E-002,27.1047607421875
4.477599E-002,76.8047607421875
4.478474E-002,69.0047607421875
4.479349E-002,59.804760742187504
4.480224E-002,11.0047607421875
4.481099E-002,-42.0952392578125
4.481974E-002,-65.6952392578125
4.482849E-002,-90.6952392578125
4.483724E-002,-57.4952392578125
4.484599E-002,-21.8952392578125
4.485474E-002,28.0047607421875
4.486349E-002,77.3047607421875
4.487224E-002,69.1047607421875
4.488099E-002,57.3047607421875
4.488974E-002,11.6047607421875
4.489849E-002,-39.7952392578125
4.490725E-002,-65.6952392578125
4.491600E-002,-90.6952392578125
4.492475E-002,-55.2952392578125
4.493350E-002,-12.9952392578125
4.494225E-002,31.2047607421875
4.495100E-002,76.10476074218751
4.495975E-002,68.5047607421875
4.496850E-002,61.6047607421875
4.497725E-002,12.504760742187502
4.498600E-002,-43.6952392578125
4.499475E-002,-68.5952392578125
4.500350E-002,-90.1952392578125
4.501225E-002,-54.8952392578125
4.502100E-002,-17.2952392578125
4.502975E-002,29.9047607421875
4.503850E-002,75.4047607421875
4.504725E-002,68.8047607421875
4.505600E-002,64.3047607421875
4.506475E-002,11.704760742187501
4.507350E-002,-42.0952392578125
4.508225E-002,-63.695239257812496
4.509100E-002,-91.0952392578125
4.509975E-002,-57.6952392578125
4.510851E-002,-19.9952392578125
4.511726E-002,28.8047607421875
4.512601E-002,76.30476074218751
4.513476E-002,67.2047607421875
4.514351E-002,62.804760742187504
4.515226E-002,11.6047607421875
4.516101E-002,-41.1952392578125
4.516976E-002,-66.7952392578125
4.517851E-002,-91.5952392578125
4.518726E-002,-56.4952392578125
4.519601E-002,-18.0952392578125
4.520476E-002,27.2047607421875
4.521351E-002,77.20476074218749
4.522226E-002,68.2047607421875
4.523101E-002,59.1047607421875
4.523976E-002,8.4047607421875
4.524851E-002,-42.3952392578125
4.525726E-002,-64.0952392578125
4.526601E-002,-92.5952392578125
4.527476E-002,-57.295239257812504
4.528351E-002,-18.395239257812502
4.529226E-002,30.7047607421875
4.530102E-002,76.30476074218751
4.530977E-002,67.5047607421875
4.531852E-002,63.2047607421875
4.532727E-002,13.304760742187499
4.533602E-002,-38.6952392578125
4.534477E-002,-64.5952392578125
4.535352E-002,-94.9952392578125
4.536227E-002,-54.7952392578125
4.537102E-002,-17.7952392578125
4.537977E-002,28.1047607421875
4.538852E-002,75.80476074218751
4.539727E-002,71.9047607421875
4.540602E-002,58.9047607421875
4.541477E-002,11.5047607421875
4.542352E-002,-39.4952392578125
4.543227E-002,-65.6952392578125
4.544102E-002,-90.7952392578125
4.544977E-002,-55.1952392578125
4.545852E-002,-20.1952392578125
4.546727E-002,29.6047607421875
4.547602E-002,74.7047607421875
4.548477E-002,67.6047607421875
4.549352E-002,61.1047607421875
4.550228E-002,9.6047607421875
4.551103E-002,-40.5952392578125
4.551978E-002,-65.2952392578125
4.552853E-002,-93.0952392578125
4.553728E-002,-55.795239257812504
4.554603E-002,-19.3952392578125
4.555478E-002,29.504760742187504
4.556353E-002,75.4047607421875
4.557228E-002,67.1047607421875
4.558103E-002,60.404760742187506
4.558978E-002,11.6047607421875
4.559853E-002,-41.7952392578125
4.560728E-002,-66.7952392578125
4.561603E-002,-91.1952392578125
4.562478E-002,-56.795239257812504
4.563353E-002,-17.895239257812502
4.564228E-002,28.8047607421875
4.565103E-002,72.7047607421875
4.565978E-002,67.2047607421875
4.566853E-002,60.5047607421875
4.567728E-002,11.5047607421875
4.568603E-002,-42.9952392578125
4.569478E-002,-65.9952392578125
4.570354E-002,-93.8952392578125
4.571229E-002,-57.0952392578125
4.572104E-002,-18.8952392578125
4.572979E-002,30.104760742187498
4.573854E-002,77.90476074218749
4.574729E-002,68.5047607421875
4.575604E-002,60.304760742187504
4.576479E-002,13.304760742187499
4.577354E-002,-43.4952392578125
4.578229E-002,-63.095239257812494
4.579104E-002,-92.1952392578125
4.579979E-002,-56.4952392578125
4.580854E-002,-17.9952392578125
4.581729E-002,30.104760742187498
4.582604E-002,75.4047607421875
4.583479E-002,70.2047607421875
4.584354E-002,61.2047607421875
4.585229E-002,10.6047607421875
4.586104E-002,-41.2952392578125
4.586979E-002,-64.1952392578125
4.587854E-002,-91.1952392578125
4.588729E-002,-57.5952392578125
4.589604E-002,-18.6952392578125
4.590480E-002,29.9047607421875
4.591355E-002,77.1047607421875
4.592230E-002,70.8047607421875
4.593105E-002,60.1047607421875
4.593980E-002,13.2047607421875
4.594855E-002,-40.9952392578125
4.595730E-002,-64.6952392578125
4.596605E-002,-92.0952392578125
4.597480E-002,-56.895239257812506
4.598355E-002,-20.2952392578125
4.599230E-002,28.8047607421875
4.600105E-002,77.70476074218749
4.600980E-002,67.6047607421875
4.601855E-002,61.1047607421875
4.602730E-002,11.6047607421875
4.603605E-002,-40.9952392578125
4.604480E-002,-65.3952392578125
4.605355E-002,-92.0952392578125
4.606230E-002,-54.2952392578125
4.607105E-002,-22.6952392578125
4.607980E-002,30.004760742187496
4.608855E-002,76.5047607421875
4.609730E-002,67.7047607421875
4.610606E-002,60.7047607421875
4.611481E-002,11.9047607421875
4.612356E-002,-39.4952392578125
4.613231E-002,-64.4952392578125
4.614106E-002,-91.3952392578125
4.614981E-002,-56.9952392578125
4.615856E-002,-18.595239257812498
4.616731E-002,27.904760742187502
4.617606E-002,77.40476074218749
4.618481E-002,69.3047607421875
4.619356E-002,58.8047607421875
4.620231E-002,13.804760742187499
4.621106E-002,-43.4952392578125
4.621981E-002,-64.7952392578125
4.622856E-002,-91.2952392578125
4.623731E-002,-54.5952392578125
4.624606E-002,-14.995239257812502
4.625481E-002,26.3047607421875
4.626356E-002,73.3047607421875
4.627231E-002,67.1047607421875
4.628106E-002,62.1047607421875
4.628981E-002,11.5047607421875
4.629856E-002,-42.9952392578125
4.630732E-002,-63.595239257812494
4.631607E-002,-90.1952392578125
4.632482E-002,-54.4952392578125
4.633357E-002,-20.895239257812502
4.634232E-002,26.9047607421875
4.635107E-002,76.60476074218751
4.635982E-002,66.0047607421875
4.636857E-002,60.904760742187506
4.637732E-002,14.1047607421875
4.638607E-002,-43.795239257812504
4.639482E-002,-65.3952392578125
4.640357E-002,-91.9952392578125
4.641232E-002,-55.3952392578125
4.642107E-002,-17.2952392578125
4.642982E-002,27.7047607421875
4.643857E-002,78.0047607421875
4.644732E-002,68.1047607421875
4.645607E-002,59.2047607421875
4.646482E-002,12.2047607421875
4.647357E-002,-40.7952392578125
4.648232E-002,-68.6952392578125
4.649107E-002,-91.5952392578125
4.649982E-002,-54.7952392578125
4.650858E-002,-19.3952392578125
4.651733E-002,26.9047607421875
4.652608E-002,76.8047607421875
4.653483E-002,69.2047607421875
4.654358E-002,60.404760742187506
4.655233E-002,10.7047607421875
4.656108E-002,-41.7952392578125
4.656983E-002,-64.6952392578125
4.657858E-002,-94.7952392578125
4.658733E-002,-57.5952392578125
4.659608E-002,-17.7952392578125
4.660483E-002,28.8047607421875
4.661358E-002,76.0047607421875
4.662233E-002,68.1047607421875
4.663108E-002,60.1047607421875
4.663983E-002,12.504760742187502
4.664858E-002,-41.4952392578125
4.665733E-002,-64.5952392578125
4.666608E-002,-92.0952392578125
4.667483E-002,-57.0952392578125
4.668358E-002,-15.9952392578125
4.669233E-002,30.7047607421875
4.670109E-002,75.4047607421875
4.670984E-002,68.2047607421875
4.671859E-002,61.5047607421875
4.672734E-002,12.304760742187499
4.673609E-002,-43.5952392578125
4.674484E-002,-66.1952392578125
4.675359E-002,-90.1952392578125
4.676234E-002,-57.895239257812506
4.677109E-002,-16.4952392578125
4.677984E-002,29.204760742187503
4.678859E-002,75.80476074218751
4.679734E-002,68.1047607421875
4.680609E-002,58.6047607421875
4.681484E-002,12.0047607421875
4.682359E-002,-39.3952392578125
4.683234E-002,-64.7952392578125
4.684109E-002,-91.5952392578125
4.684984E-002,-56.3952392578125
4.685859E-002,-18.595239257812498
4.686734E-002,26.7047607421875
4.687609E-002,73.3047607421875
4.688484E-002,66.6047607421875
4.689359E-002,62.0047607421875
4.690235E-002,10.9047607421875
4.691110E-002,-41.6952392578125
4.691985E-002,-66.2952392578125
4.692860E-002,-89.39523925781249
4.693735E-002,-56.3952392578125
4.694610E-002,-18.6952392578125
4.695485E-002,30.004760742187496
4.696360E-002,75.10476074218751
4.697235E-002,66.90476074218749
4.698110E-002,57.2047607421875
4.698985E-002,13.6047607421875
4.699860E-002,-42.7952392578125
4.700735E-002,-64.39523925781249
4.701610E-002,-91.8952392578125
4.702485E-002,-57.6952392578125
4.703360E-002,-17.0952392578125
4.704235E-002,29.004760742187504
4.705110E-002,76.0047607421875
4.705985E-002,69.9047607421875
4.706860E-002,62.404760742187506
4.707735E-002,10.3047607421875
4.708610E-002,-43.6952392578125
4.709485E-002,-65.1952392578125
4.710361E-002,-92.8952392578125
4.711236E-002,-55.1952392578125
4.712111E-002,-16.9952392578125
4.712986E-002,29.504760742187504
4.713861E-002,75.80476074218751
4.714736E-002,69.6047607421875
4.715611E-002,60.904760742187506
4.716486E-002,11.4047607421875
4.717361E-002,-41.2952392578125
4.718236E-002,-66.6952392578125
4.719111E-002,-90.0952392578125
4.719986E-002,-54.9952392578125
4.720861E-002,-21.6952392578125
4.721736E-002,28.8047607421875
4.722611E-002,74.9047607421875
4.723486E-002,68.7047607421875
4.724361E-002,59.6047607421875
4.725236E-002,12.2047607421875
4.726111E-002,-40.0952392578125
4.726986E-002,-63.2952392578125
4.727861E-002,-93.2952392578125
4.728736E-002,-56.795239257812504
4.729611E-002,-17.9952392578125
4.730487E-002,27.1047607421875
4.731362E-002,74.8047607421875
4.732237E-002,69.3047607421875
4.733112E-002,60.804760742187504
4.733987E-002,11.3047607421875
4.734862E-002,-39.3952392578125
4.735737E-002,-65.5952392578125
4.736612E-002,-92.1952392578125
4.737487E-002,-53.6952392578125
4.738362E-002,-18.0952392578125
4.739237E-002,27.8047607421875
4.740112E-002,75.5047607421875
4.740987E-002,69.5047607421875
4.741862E-002,63.404760742187506
4.742737E-002,12.304760742187499
4.743612E-002,-41.6952392578125
4.744487E-002,-64.89523925781249
4.745362E-002,-92.4952392578125
4.746237E-002,-57.6952392578125
4.747112E-002,-18.195239257812503
4.747987E-002,28.904760742187502
4.748862E-002,75.4047607421875
4.749737E-002,68.0047607421875
4.750613E-002,58.8047607421875
4.751488E-002,11.1047607421875
4.752363E-002,-39.7952392578125
4.753238E-002,-64.4952392578125
4.754113E-002,-92.7952392578125
4.754988E-002,-53.4952392578125
4.755863E-002,-17.1952392578125
4.756738E-002,27.2047607421875
4.757613E-002,74.0047607421875
4.758488E-002,67.90476074218749
4.759363E-002,63.7047607421875
4.760238E-002,10.1047607421875
4.761113E-002,-41.4952392578125
4.761988E-002,-66.5952392578125
4.762863E-002,-91.9952392578125
4.763738E-002,-54.8952392578125
4.764613E-002,-18.795239257812497
4.765488E-002,28.5047607421875
4.766363E-002,78.40476074218749
4.767238E-002,67.2047607421875
4.768113E-002,57.0047607421875
4.768988E-002,11.6047607421875
4.769863E-002,-43.795239257812504
4.770739E-002,-65.8952392578125
4.771614E-002,-93.2952392578125
4.772489E-002,-55.9952392578125
4.773364E-002,-18.4952392578125
4.774239E-002,28.5047607421875
4.775114E-002,77.0047607421875
4.775989E-002,69.9047607421875
4.776864E-002,60.5047607421875
4.777739E-002,10.9047607421875
4.778614E-002,-41.7952392578125
4.779489E-002,-67.0952392578125
4.780364E-002,-93.9952392578125
4.781239E-002,-57.295239257812504
4.782114E-002,-17.0952392578125
4.782989E-002,28.0047607421875
4.783864E-002,72.7047607421875
4.784739E-002,69.3047607421875
4.785614E-002,60.304760742187504
4.786489E-002,11.2047607421875
4.787364E-002,-40.2952392578125
4.788239E-002,-66.0952392578125
4.789114E-002,-93.0952392578125
4.789989E-002,-54.7952392578125
4.790865E-002,-18.9952392578125
4.791740E-002,27.7047607421875
4.792615E-002,73.3047607421875
4.793490E-002,69.0047607421875
4.794365E-002,60.6047607421875
4.795240E-002,11.8047607421875
4.796115E-002,-43.6952392578125
4.796990E-002,-66.4952392578125
4.797865E-002,-94.59523925781251
4.798740E-002,-57.4952392578125
4.799615E-002,-19.3952392578125
4.800490E-002,28.0047607421875
4.801365E-002,75.30476074218751
4.802240E-002,67.40476074218749
4.803115E-002,59.5047607421875
4.803990E-002,12.1047607421875
4.804865E-002,-42.5952392578125
4.805740E-002,-65.0952392578125
4.806615E-002,-88.4952392578125
4.807490E-002,-58.795239257812504
4.808365E-002,-18.2952392578125
4.809240E-002,27.8047607421875
4.810116E-002,77.5047607421875
4.810991E-002,69.3047607421875
4.811866E-002,57.7047607421875
4.812741E-002,13.2047607421875
4.813616E-002,-42.3952392578125
4.814491E-002,-65.5952392578125
4.815366E-002,-91.3952392578125
4.816241E-002,-54.7952392578125
4.817116E-002,-18.8952392578125
4.817991E-002,28.404760742187502
4.818866E-002,76.7047607421875
4.819741E-002,68.40476074218749
4.820616E-002,61.404760742187506
4.821491E-002,9.6047607421875
4.822366E-002,-43.8952392578125
4.823241E-002,-65.4952392578125
4.824116E-002,-93.0952392578125
4.824991E-002,-55.1952392578125
4.825866E-002,-19.8952392578125
4.826741E-002,27.5047607421875
4.827616E-002,76.4047607421875
4.828491E-002,69.6047607421875
4.829366E-002,61.1047607421875
4.830242E-002,11.1047607421875
4.831117E-002,-40.7952392578125
4.831992E-002,-65.5952392578125
4.832867E-002,-93.9952392578125
4.833742E-002,-55.4952392578125
4.834617E-002,-18.795239257812497
4.835492E-002,29.9047607421875
4.836367E-002,75.7047607421875
4.837242E-002,69.4047607421875
4.838117E-002,60.804760742187504
4.838992E-002,11.8047607421875
4.839867E-002,-40.195239257812496
4.840742E-002,-66.3952392578125
4.841617E-002,-92.8952392578125
4.842492E-002,-56.0952392578125
4.843367E-002,-16.2952392578125
4.844242E-002,27.2047607421875
4.845117E-002,75.7047607421875
4.845992E-002,68.40476074218749
4.846867E-002,59.1047607421875
4.847742E-002,10.5047607421875
4.848617E-002,-40.8952392578125
4.849492E-002,-65.5952392578125
